customer_id,segment,plan,contract_type,region,tenure,mrr,logins_per_month,days_since_login,features_used,support_tickets,nps_score,csat_score,num_products,start_date,churn,login_tenure_ratio,support_burden,mrr_log,is_inactive_30d,is_inactive_60d,nps_bucket,is_detractor,is_new_customer,is_early_tenure,is_mature_tenure,churn_probability,risk_level,model_used
CUST-01717,SMB,Starter,Monthly,North America,7.6,67.4,8.3,14,9,2,9,2,5,2021-11-14,0,1.092105263157895,0.2631578947368421,4.225372824628505,0,0,Promoter,0,0,1,0,0.1224,Low,xgboost
CUST-00755,SMB,Starter,Annual,North America,20.6,51.43,6.2,8,7,3,8,4,5,2021-04-04,0,0.30097087378640774,0.14563106796116504,3.9594789465844413,0,0,Passive,0,0,0,1,0.1223,Low,xgboost
CUST-00963,SMB,Pro,Annual,APAC,24.2,129.15,7.5,0,4,1,6,2,3,2021-06-10,0,0.30991735537190085,0.04132231404958678,4.868687631440574,0,0,Detractor,1,0,0,1,0.1222,Low,xgboost
CUST-01041,SMB,Pro,Monthly,Europe,12.8,90.46,5.3,3,17,1,0,5,3,2021-05-05,0,0.41406249999999994,0.078125,4.515901718229909,0,0,Detractor,1,0,0,1,0.1215,Low,xgboost
CUST-01162,SMB,Starter,Monthly,Europe,18.1,113.57,12.9,24,19,1,7,4,3,2022-02-06,1,0.712707182320442,0.055248618784530384,4.741185989905534,0,0,Passive,0,0,0,1,0.12,Low,xgboost
CUST-01858,SMB,Starter,Annual,Europe,21.7,54.33,4.0,11,11,1,2,5,3,2021-01-07,0,0.18433179723502305,0.04608294930875576,4.013315256910018,0,0,Detractor,1,0,0,1,0.1192,Low,xgboost
CUST-01205,SMB,Pro,Monthly,Europe,1.9,75.19,5.3,17,11,0,7,4,5,2021-07-06,0,2.7894736842105265,0.0,4.333230220484919,0,0,Passive,0,1,0,0,0.1191,Low,xgboost
CUST-00682,SMB,Starter,Annual,North America,17.7,125.86,3.8,0,14,1,2,3,5,2021-03-30,0,0.21468926553672316,0.05649717514124294,4.843084116205751,0,0,Detractor,1,0,0,1,0.1188,Low,xgboost
CUST-01900,Mid-Market,Pro,Monthly,North America,8.8,324.46,4.5,9,15,0,1,3,4,2021-07-01,0,0.5113636363636364,0.0,5.785239566232468,0,0,Detractor,1,0,1,0,0.1176,Low,xgboost
CUST-01295,Mid-Market,Pro,Monthly,North America,14.8,660.44,10.9,7,11,2,1,4,4,2021-01-16,1,0.7364864864864865,0.13513513513513511,6.494419276493404,0,0,Detractor,1,0,0,1,0.1175,Low,xgboost
CUST-00189,SMB,Starter,Monthly,North America,20.0,56.75,5.4,44,4,1,9,5,3,2021-06-24,0,0.27,0.05,4.056123349401903,1,0,Promoter,0,0,0,1,0.1168,Low,xgboost
CUST-01117,SMB,Pro,Monthly,Europe,1.6,126.87,4.0,12,9,0,1,4,4,2021-10-20,0,2.5,0.0,4.851014122823077,0,0,Detractor,1,1,0,0,0.1159,Low,xgboost
CUST-00657,SMB,Starter,Annual,Europe,15.0,85.49,16.2,10,14,3,0,3,3,2021-07-16,0,1.0799999999999998,0.2,4.460028800318421,0,0,Detractor,1,0,0,1,0.1155,Low,xgboost
CUST-00801,Mid-Market,Starter,Annual,LATAM,14.0,610.76,2.9,1,18,2,2,5,3,2022-03-17,0,0.20714285714285713,0.14285714285714285,6.41634004873597,0,0,Detractor,1,0,0,1,0.1153,Low,xgboost
CUST-01530,SMB,Starter,Monthly,Europe,12.8,92.59,5.6,21,7,2,7,1,5,2021-01-31,0,0.43749999999999994,0.15625,4.538923540169165,0,0,Passive,0,0,0,1,0.1148,Low,xgboost
CUST-00137,SMB,Starter,Annual,North America,10.2,96.83,6.9,35,2,2,8,4,1,2021-08-08,0,0.6764705882352942,0.19607843137254904,4.583231278469338,1,0,Passive,0,0,1,0,0.1143,Low,xgboost
CUST-00126,SMB,Pro,Annual,Europe,13.5,60.56,4.8,19,15,0,0,5,1,2021-06-06,0,0.35555555555555557,0.0,4.120012308970678,0,0,Detractor,1,0,0,1,0.114,Low,xgboost
CUST-00988,SMB,Starter,Monthly,APAC,5.9,66.26,1.5,37,10,1,6,4,4,2021-03-03,0,0.2542372881355932,0.1694915254237288,4.208565706312124,1,0,Detractor,1,0,1,0,0.1131,Low,xgboost
CUST-00543,SMB,Pro,Annual,North America,25.6,85.52,4.0,19,8,1,7,3,5,2022-04-25,0,0.15625,0.0390625,4.460375601084858,0,0,Passive,0,0,0,1,0.1124,Low,xgboost
CUST-01570,SMB,Starter,Annual,Europe,27.3,102.63,5.2,8,7,0,4,5,1,2022-04-27,0,0.19047619047619047,0.0,4.640826863196126,0,0,Detractor,1,0,0,1,0.112,Low,xgboost
CUST-00813,SMB,Starter,Monthly,Europe,42.5,81.4,8.8,10,12,4,4,4,2,2021-09-07,0,0.2070588235294118,0.09411764705882353,4.411585436915426,0,0,Detractor,1,0,0,1,0.1117,Low,xgboost
CUST-01089,Enterprise,Enterprise,Annual,Europe,13.6,3582.24,0.7,15,11,3,2,5,5,2022-04-03,0,0.051470588235294115,0.22058823529411764,8.184022698036856,0,0,Detractor,1,0,0,1,0.1116,Low,xgboost
CUST-01435,SMB,Starter,Monthly,North America,1.5,81.63,47.4,9,4,2,1,2,4,2021-03-27,0,31.599999999999998,1.3333333333333333,4.414372810713093,0,0,Detractor,1,1,0,0,0.1114,Low,xgboost
CUST-00021,Mid-Market,Pro,Monthly,APAC,12.1,658.51,6.2,35,16,2,10,4,1,2021-02-26,0,0.5123966942148761,0.1652892561983471,6.491497135044686,1,0,Promoter,0,0,0,1,0.1113,Low,xgboost
CUST-00941,SMB,Pro,Monthly,Europe,23.5,99.71,2.7,13,16,0,6,5,5,2021-10-07,0,0.11489361702127661,0.0,4.612245099660053,0,0,Detractor,1,0,0,1,0.1108,Low,xgboost
CUST-01599,SMB,Pro,Monthly,Europe,32.8,116.25,18.1,15,2,1,8,4,3,2021-08-07,0,0.551829268292683,0.030487804878048783,4.764308407326388,0,0,Passive,0,0,0,1,0.1106,Low,xgboost
CUST-01962,SMB,Starter,Monthly,APAC,0.5,65.32,14.5,15,2,1,2,5,1,2022-02-16,0,14.5,1.0,4.1944915108270395,0,0,Detractor,1,1,0,0,0.1099,Low,xgboost
CUST-00978,SMB,Pro,Monthly,North America,42.1,108.32,3.6,3,2,1,10,1,1,2022-02-09,0,0.0855106888361045,0.023752969121140142,4.694279361059867,0,0,Promoter,0,0,0,1,0.1087,Low,xgboost
CUST-00959,SMB,Pro,Monthly,Europe,39.7,68.41,1.4,2,17,1,7,4,4,2022-01-20,0,0.035264483627204024,0.025188916876574305,4.2400309493514925,0,0,Passive,0,0,0,1,0.1087,Low,xgboost
CUST-01101,SMB,Starter,Monthly,Europe,32.0,66.42,1.0,5,1,1,4,5,2,2022-04-02,0,0.03125,0.03125,4.2109417098059145,0,0,Detractor,1,0,0,1,0.1086,Low,xgboost
CUST-01888,SMB,Starter,Monthly,North America,13.5,110.04,4.9,11,15,3,9,4,5,2022-03-04,0,0.362962962962963,0.2222222222222222,4.7098904967584945,0,0,Promoter,0,0,0,1,0.1082,Low,xgboost
CUST-00201,Mid-Market,Enterprise,Annual,Europe,27.1,421.35,5.5,10,12,1,4,4,3,2021-06-05,0,0.2029520295202952,0.03690036900369004,6.045834354173506,0,0,Detractor,1,0,0,1,0.1079,Low,xgboost
CUST-00461,SMB,Starter,Monthly,LATAM,0.8,59.33,8.5,23,14,1,7,4,4,2021-11-21,0,8.5,1.0,4.09982949245267,0,0,Passive,0,1,0,0,0.1077,Low,xgboost
CUST-01167,Mid-Market,Pro,Monthly,North America,19.8,387.92,6.0,5,12,2,10,4,5,2022-03-10,0,0.30303030303030304,0.10101010101010101,5.9633736669414565,0,0,Promoter,0,0,0,1,0.1075,Low,xgboost
CUST-01908,SMB,Pro,Monthly,North America,10.1,50.33,0.5,7,6,3,1,5,4,2022-04-12,0,0.04950495049504951,0.297029702970297,3.9382753765722116,0,0,Detractor,1,0,1,0,0.1072,Low,xgboost
CUST-01437,SMB,Starter,Monthly,APAC,9.4,112.85,10.2,0,17,2,5,3,4,2021-12-29,0,1.0851063829787233,0.2127659574468085,4.734881792509748,0,0,Detractor,1,0,1,0,0.1065,Low,xgboost
CUST-01199,Mid-Market,Pro,Annual,North America,1.9,873.21,0.1,17,16,1,5,4,3,2021-02-28,0,0.052631578947368425,0.5263157894736842,6.77332062139376,0,0,Detractor,1,1,0,0,0.1056,Low,xgboost
CUST-00986,SMB,Starter,Annual,Europe,0.5,77.6,2.3,29,7,1,8,1,3,2021-05-23,0,2.3,1.0,4.364371699435161,0,0,Passive,0,1,0,0,0.1053,Low,xgboost
CUST-01388,SMB,Pro,Monthly,North America,11.6,79.86,11.9,4,7,1,6,3,5,2021-08-10,0,1.0258620689655173,0.08620689655172414,4.392719264212625,0,0,Detractor,1,0,1,0,0.1053,Low,xgboost
CUST-01031,SMB,Starter,Monthly,Europe,13.1,62.76,8.1,46,16,1,6,4,5,2021-08-20,0,0.6183206106870229,0.07633587786259542,4.15512603448196,1,0,Detractor,1,0,0,1,0.1052,Low,xgboost
CUST-00366,SMB,Starter,Monthly,Europe,8.9,85.46,16.8,13,11,1,8,3,3,2022-03-19,0,1.8876404494382022,0.11235955056179775,4.4596818792394854,0,0,Passive,0,0,1,0,0.1052,Low,xgboost
CUST-00695,SMB,Starter,Annual,North America,27.5,78.09,8.3,11,9,2,2,3,1,2021-08-18,0,0.3018181818181818,0.07272727272727272,4.370586444531326,0,0,Detractor,1,0,0,1,0.105,Low,xgboost
CUST-01111,Mid-Market,Enterprise,Annual,APAC,24.7,218.65,3.2,1,6,2,0,5,4,2021-02-27,0,0.12955465587044535,0.08097165991902834,5.392035370421788,0,0,Detractor,1,0,0,1,0.1049,Low,xgboost
CUST-01770,SMB,Pro,Monthly,North America,30.5,69.28,0.3,9,18,1,6,4,1,2021-10-09,0,0.009836065573770491,0.03278688524590164,4.252487263318897,0,0,Detractor,1,0,0,1,0.1046,Low,xgboost
CUST-01094,SMB,Starter,Monthly,North America,6.4,72.49,5.4,16,3,1,7,4,4,2021-06-25,0,0.84375,0.15625,4.29714934254078,0,0,Passive,0,0,1,0,0.104,Low,xgboost
CUST-01744,SMB,Starter,Annual,Europe,33.6,124.58,2.8,16,16,2,7,4,4,2021-03-03,0,0.08333333333333333,0.05952380952380952,4.832943005685963,0,0,Passive,0,0,0,1,0.1039,Low,xgboost
CUST-01240,SMB,Starter,Annual,North America,55.2,101.09,10.1,44,15,0,10,5,4,2021-01-21,0,0.1829710144927536,0.0,4.625854777180924,1,0,Promoter,0,0,0,1,0.1038,Low,xgboost
CUST-01902,SMB,Starter,Annual,North America,8.6,80.55,6.8,25,7,0,2,4,4,2021-07-28,0,0.7906976744186046,0.0,4.401216329067023,0,0,Detractor,1,0,1,0,0.1036,Low,xgboost
CUST-00776,SMB,Starter,Monthly,Europe,8.7,75.23,13.7,12,7,6,10,3,1,2022-05-13,0,1.5747126436781609,0.6896551724137931,4.333755086000182,0,0,Promoter,0,0,1,0,0.1034,Low,xgboost
CUST-01922,SMB,Pro,Monthly,LATAM,50.9,71.8,44.6,52,2,1,4,2,4,2021-03-25,0,0.8762278978388999,0.019646365422396856,4.28771595520264,1,0,Detractor,1,0,0,1,0.1034,Low,xgboost
CUST-00043,SMB,Starter,Annual,Europe,0.7,99.9,6.9,16,7,1,9,4,5,2021-12-03,0,6.9,1.0,4.6141299273595635,0,0,Promoter,0,1,0,0,0.102,Low,xgboost
CUST-00145,SMB,Pro,Monthly,Europe,11.7,142.9,22.1,13,8,1,7,3,1,2021-03-25,0,1.888888888888889,0.08547008547008547,4.969118613893322,0,0,Passive,0,0,1,0,0.1019,Low,xgboost
CUST-00146,SMB,Starter,Monthly,Europe,2.0,51.07,5.0,13,1,1,10,4,2,2021-12-12,0,2.5,0.5,3.952588967174808,0,0,Promoter,0,1,0,0,0.1016,Low,xgboost
CUST-00820,SMB,Pro,Monthly,Europe,30.6,57.02,2.0,5,4,0,5,5,2,2022-01-30,0,0.06535947712418301,0.0,4.060787778693258,0,0,Detractor,1,0,0,1,0.1012,Low,xgboost
CUST-00912,SMB,Pro,Annual,Europe,19.7,163.07,0.7,7,1,4,3,3,2,2021-06-02,0,0.03553299492385787,0.20304568527918782,5.100293166026791,0,0,Detractor,1,0,0,1,0.1,Low,xgboost
CUST-01550,Mid-Market,Starter,Annual,APAC,14.2,632.07,1.0,15,7,3,8,2,1,2021-05-06,0,0.07042253521126761,0.21126760563380284,6.450581000548326,0,0,Passive,0,0,0,1,0.0997,Low,xgboost
CUST-00719,SMB,Starter,Annual,North America,6.4,59.3,19.7,38,5,0,2,1,2,2021-06-17,0,3.0781249999999996,0.0,4.09933210373314,1,0,Detractor,1,0,1,0,0.0996,Low,xgboost
CUST-01894,SMB,Starter,Annual,Europe,17.7,65.08,12.5,17,2,2,9,4,2,2021-08-02,0,0.7062146892655368,0.11299435028248588,4.190866129212723,0,0,Promoter,0,0,0,1,0.0988,Low,xgboost
CUST-00120,SMB,Starter,Annual,North America,4.8,89.83,5.7,34,9,2,9,3,2,2021-07-16,0,1.1875,0.4166666666666667,4.508989627514122,1,0,Promoter,0,0,1,0,0.0985,Low,xgboost
CUST-00139,SMB,Starter,Monthly,Europe,52.1,58.34,1.2,1,6,0,6,3,3,2022-03-09,0,0.023032629558541264,0.0,4.083283614862676,0,0,Detractor,1,0,0,1,0.0985,Low,xgboost
CUST-01280,SMB,Starter,Annual,LATAM,4.5,134.62,27.2,44,11,1,4,5,4,2021-04-09,0,6.044444444444444,0.2222222222222222,4.909856857255696,1,0,Detractor,1,0,1,0,0.0981,Low,xgboost
CUST-01825,Mid-Market,Starter,Annual,North America,2.2,654.71,2.0,25,3,3,9,3,3,2022-04-19,0,0.9090909090909091,1.3636363636363635,6.485718618030206,0,0,Promoter,0,1,0,0,0.0978,Low,xgboost
CUST-00235,SMB,Starter,Monthly,LATAM,22.6,95.64,7.2,9,15,2,5,5,5,2021-03-19,0,0.3185840707964602,0.08849557522123894,4.570992734186505,0,0,Detractor,1,0,0,1,0.0974,Low,xgboost
CUST-01193,SMB,Starter,Monthly,North America,7.8,57.31,6.2,31,2,1,3,5,5,2021-08-30,0,0.7948717948717949,0.12820512820512822,4.065773605234065,1,0,Detractor,1,0,1,0,0.0969,Low,xgboost
CUST-01933,Mid-Market,Pro,Monthly,APAC,15.3,381.53,2.4,30,2,3,6,4,1,2022-03-14,0,0.1568627450980392,0.19607843137254902,5.94680708156356,1,0,Detractor,1,0,0,1,0.0968,Low,xgboost
CUST-01310,Mid-Market,Enterprise,Monthly,North America,6.0,277.1,6.9,32,5,4,9,4,3,2021-01-06,0,1.1500000000000001,0.6666666666666666,5.627980761239919,1,0,Promoter,0,0,1,0,0.0961,Low,xgboost
CUST-01309,SMB,Pro,Annual,APAC,0.5,101.95,1.9,3,16,2,3,4,3,2021-09-05,0,1.9,2.0,4.634243433473799,0,0,Detractor,1,1,0,0,0.0955,Low,xgboost
CUST-01567,Mid-Market,Pro,Monthly,Europe,19.5,805.65,2.1,9,19,3,5,3,3,2022-01-07,0,0.1076923076923077,0.15384615384615385,6.692889869112153,0,0,Detractor,1,0,0,1,0.0954,Low,xgboost
CUST-01901,Mid-Market,Pro,Monthly,North America,1.1,695.08,3.1,19,17,5,5,3,5,2021-08-29,0,2.818181818181818,4.545454545454545,6.545464596257769,0,0,Detractor,1,1,0,0,0.0953,Low,xgboost
CUST-00319,SMB,Starter,Monthly,APAC,5.0,81.25,3.4,21,14,3,7,3,1,2021-04-28,0,0.6799999999999999,0.6,4.409763389645481,0,0,Passive,0,0,1,0,0.0952,Low,xgboost
CUST-00416,SMB,Starter,Monthly,Europe,9.3,63.35,0.4,17,2,0,9,4,1,2021-02-07,0,0.04301075268817204,0.0,4.164336934042136,0,0,Promoter,0,0,1,0,0.0951,Low,xgboost
CUST-01444,SMB,Starter,Annual,Europe,2.9,34.45,3.8,3,17,3,4,1,4,2022-03-01,1,1.3103448275862069,1.0344827586206897,3.5681232529781366,0,0,Detractor,1,1,0,0,0.0951,Low,xgboost
CUST-01417,SMB,Starter,Monthly,North America,13.6,86.6,6.4,3,2,0,10,4,5,2022-01-22,0,0.4705882352941177,0.0,4.472780997942346,0,0,Promoter,0,0,0,1,0.0945,Low,xgboost
CUST-01061,Enterprise,Pro,Multi-year,North America,4.6,1210.57,0.1,59,16,2,3,3,4,2022-03-09,0,0.02173913043478261,0.4347826086956522,7.099672318199454,1,0,Detractor,1,0,1,0,0.0941,Low,xgboost
CUST-01254,SMB,Pro,Monthly,APAC,7.3,113.93,3.4,58,11,1,6,5,4,2021-10-04,0,0.4657534246575342,0.136986301369863,4.744323247380668,1,0,Detractor,1,0,1,0,0.0939,Low,xgboost
CUST-00062,SMB,Starter,Annual,LATAM,2.5,35.73,5.2,2,3,2,10,4,2,2022-02-11,0,2.08,0.8,3.6035938598315758,0,0,Promoter,0,1,0,0,0.0938,Low,xgboost
CUST-01813,SMB,Starter,Monthly,Europe,1.2,96.72,33.5,61,8,0,8,4,3,2022-04-11,0,27.916666666666668,0.0,4.5821062463895395,1,1,Passive,0,1,0,0,0.0935,Low,xgboost
CUST-01077,SMB,Starter,Annual,North America,2.8,30.25,12.5,9,6,1,4,4,3,2022-01-05,0,4.464285714285714,0.35714285714285715,3.4420193761824107,0,0,Detractor,1,1,0,0,0.0923,Low,xgboost
CUST-00460,SMB,Starter,Monthly,APAC,20.2,130.35,2.5,21,14,2,7,5,1,2021-02-23,0,0.12376237623762376,0.09900990099009901,4.877865516131549,0,0,Passive,0,0,0,1,0.0912,Low,xgboost
CUST-01348,SMB,Starter,Monthly,Europe,21.5,164.42,0.9,33,15,0,7,5,2,2022-01-26,0,0.04186046511627907,0.0,5.1084876942637605,1,0,Passive,0,0,0,1,0.0911,Low,xgboost
CUST-00748,SMB,Starter,Annual,Europe,2.1,72.02,40.3,18,3,2,4,3,4,2021-10-15,0,19.19047619047619,0.9523809523809523,4.29073337622749,0,0,Detractor,1,1,0,0,0.091,Low,xgboost
CUST-01789,SMB,Starter,Annual,North America,5.0,48.69,13.5,15,4,2,8,4,5,2021-12-21,0,2.7,0.4,3.905803705614229,0,0,Passive,0,0,1,0,0.091,Low,xgboost
CUST-00834,SMB,Pro,Monthly,North America,32.8,34.88,5.1,16,12,3,9,1,4,2021-07-03,0,0.15548780487804878,0.09146341463414635,3.5801800371905954,0,0,Promoter,0,0,0,1,0.091,Low,xgboost
CUST-00018,SMB,Starter,Annual,North America,28.3,74.42,13.7,4,14,2,7,1,5,2021-03-28,0,0.48409893992932856,0.0706713780918728,4.323072491830211,0,0,Passive,0,0,0,1,0.0907,Low,xgboost
CUST-00392,SMB,Starter,Annual,APAC,6.7,144.42,7.9,15,7,1,6,2,2,2021-04-04,0,1.1791044776119404,0.14925373134328357,4.979626107221911,0,0,Detractor,1,0,1,0,0.09,Low,xgboost
CUST-00477,SMB,Starter,Monthly,LATAM,1.5,69.37,9.8,13,19,2,5,5,1,2021-01-06,0,6.533333333333334,1.3333333333333333,4.253767035978457,0,0,Detractor,1,1,0,0,0.0897,Low,xgboost
CUST-01756,Mid-Market,Pro,Annual,APAC,7.2,786.45,2.3,3,10,3,1,4,4,2021-02-12,0,0.3194444444444444,0.41666666666666663,6.668799876620589,0,0,Detractor,1,0,1,0,0.0897,Low,xgboost
CUST-01720,SMB,Pro,Monthly,Europe,16.9,149.64,2.1,20,17,2,9,3,3,2021-07-25,0,0.12426035502958581,0.1183431952662722,5.014892884348897,0,0,Promoter,0,0,0,1,0.0892,Low,xgboost
CUST-00059,SMB,Pro,Monthly,North America,10.3,85.24,1.7,7,3,2,8,3,4,2021-05-17,0,0.16504854368932037,0.1941747572815534,4.457134107160687,0,0,Passive,0,0,1,0,0.0891,Low,xgboost
CUST-01708,SMB,Pro,Monthly,North America,0.5,78.68,7.9,1,14,1,7,4,1,2021-06-05,0,7.9,1.0,4.378018613276343,0,0,Passive,0,1,0,0,0.0891,Low,xgboost
CUST-00947,SMB,Starter,Monthly,North America,36.8,75.6,2.7,39,10,1,0,2,1,2021-08-05,0,0.07336956521739131,0.027173913043478264,4.338597076746545,1,0,Detractor,1,0,0,1,0.0889,Low,xgboost
CUST-01046,Mid-Market,Pro,Annual,Europe,15.3,347.42,2.6,21,13,3,8,3,1,2021-06-12,0,0.16993464052287582,0.19607843137254902,5.853408648612014,0,0,Passive,0,0,0,1,0.0884,Low,xgboost
CUST-00312,SMB,Starter,Annual,North America,44.3,43.75,2.6,1,15,2,10,4,1,2021-01-24,0,0.058690744920993236,0.045146726862302484,3.8010914447208646,0,0,Promoter,0,0,0,1,0.0881,Low,xgboost
CUST-00064,SMB,Starter,Monthly,Europe,6.0,88.83,1.2,2,17,1,0,4,3,2021-06-19,0,0.19999999999999998,0.16666666666666666,4.497918995241116,0,0,Detractor,1,0,1,0,0.0879,Low,xgboost
CUST-00580,SMB,Starter,Monthly,North America,12.7,81.33,9.2,29,8,1,5,5,5,2021-12-24,0,0.7244094488188976,0.07874015748031496,4.410735561310335,0,0,Detractor,1,0,0,1,0.0877,Low,xgboost
CUST-00528,SMB,Pro,Monthly,North America,20.5,75.43,10.5,2,19,3,3,3,2,2021-11-15,0,0.5121951219512195,0.14634146341463414,4.336375289254793,0,0,Detractor,1,0,0,1,0.0877,Low,xgboost
CUST-01507,Mid-Market,Pro,Annual,APAC,12.7,160.3,9.0,1,9,2,8,5,5,2022-05-14,0,0.7086614173228347,0.15748031496062992,5.083265985131163,0,0,Passive,0,0,0,1,0.0874,Low,xgboost
CUST-01366,SMB,Starter,Monthly,North America,61.2,44.38,20.3,55,17,2,6,3,1,2021-11-02,0,0.33169934640522875,0.032679738562091505,3.8150714793516958,1,0,Detractor,1,0,0,1,0.0874,Low,xgboost
CUST-01631,Mid-Market,Pro,Annual,North America,24.7,342.76,6.0,2,8,2,3,4,4,2021-02-21,0,0.24291497975708504,0.08097165991902834,5.839943739466739,0,0,Detractor,1,0,0,1,0.0873,Low,xgboost
CUST-01941,SMB,Starter,Monthly,North America,18.6,66.06,5.1,10,8,2,10,4,3,2022-04-25,0,0.27419354838709675,0.1075268817204301,4.205587741038083,0,0,Promoter,0,0,0,1,0.0873,Low,xgboost
CUST-00953,SMB,Starter,Monthly,APAC,18.6,84.13,0.6,6,2,4,8,4,1,2022-01-16,0,0.03225806451612903,0.2150537634408602,4.444179499895966,0,0,Passive,0,0,0,1,0.087,Low,xgboost
CUST-01926,SMB,Starter,Monthly,APAC,27.4,51.29,1.4,33,11,0,3,5,1,2021-12-16,0,0.051094890510948905,0.0,3.956805148200039,1,0,Detractor,1,0,0,1,0.087,Low,xgboost
CUST-01942,SMB,Starter,Monthly,North America,8.4,26.27,18.5,47,6,1,4,4,5,2021-10-29,0,2.202380952380952,0.11904761904761904,3.305787196857497,1,0,Detractor,1,0,1,0,0.087,Low,xgboost
CUST-01817,SMB,Starter,Monthly,Europe,11.5,86.3,8.0,16,11,1,7,2,4,2022-01-01,0,0.6956521739130435,0.08695652173913043,4.469350462845557,0,0,Passive,0,0,1,0,0.0869,Low,xgboost
CUST-00129,SMB,Starter,Annual,Europe,43.1,99.95,17.0,22,13,2,3,3,1,2021-10-24,0,0.39443155452436196,0.04640371229698376,4.614625344758847,0,0,Detractor,1,0,0,1,0.0866,Low,xgboost
CUST-00011,SMB,Pro,Annual,APAC,0.8,99.74,5.1,6,10,2,3,5,5,2021-02-15,0,5.1,2.0,4.612542940317504,0,0,Detractor,1,1,0,0,0.0865,Low,xgboost
CUST-01670,Mid-Market,Pro,Monthly,North America,15.2,298.76,1.1,11,11,2,9,4,3,2021-07-18,0,0.07236842105263158,0.13157894736842105,5.702982154485432,0,0,Promoter,0,0,0,1,0.0865,Low,xgboost
CUST-00692,SMB,Starter,Annual,North America,6.9,48.75,15.0,3,12,4,7,4,2,2022-01-24,0,2.1739130434782608,0.5797101449275363,3.907010463604602,0,0,Passive,0,0,1,0,0.0864,Low,xgboost
CUST-00148,SMB,Starter,Monthly,North America,21.5,58.82,2.8,6,17,3,6,3,5,2022-01-25,0,0.13023255813953488,0.13953488372093023,4.091340053201802,0,0,Detractor,1,0,0,1,0.0851,Low,xgboost
CUST-01676,SMB,Starter,Monthly,APAC,15.1,52.69,0.5,49,15,4,6,4,4,2022-02-16,0,0.033112582781456956,0.26490066225165565,3.983226764434478,1,0,Detractor,1,0,0,1,0.0851,Low,xgboost
CUST-00104,SMB,Pro,Annual,North America,0.5,28.08,0.5,23,11,2,8,5,4,2021-06-20,0,0.5,2.0,3.3700506526653187,0,0,Passive,0,1,0,0,0.0848,Low,xgboost
CUST-00335,SMB,Starter,Monthly,North America,18.7,54.6,14.8,8,19,2,9,1,4,2021-04-04,0,0.7914438502673797,0.10695187165775401,4.018183201256536,0,0,Promoter,0,0,0,1,0.0842,Low,xgboost
CUST-01791,SMB,Starter,Monthly,APAC,41.1,132.23,11.2,1,8,2,6,5,1,2021-02-26,0,0.2725060827250608,0.048661800486618,4.892076957972121,0,0,Detractor,1,0,0,1,0.0838,Low,xgboost
CUST-01394,SMB,Starter,Annual,APAC,27.6,114.23,13.8,4,5,1,7,3,2,2022-04-13,0,0.5,0.036231884057971016,4.746930131025923,0,0,Passive,0,0,0,1,0.083,Low,xgboost
CUST-01067,SMB,Starter,Monthly,North America,14.2,59.74,3.3,0,18,0,8,3,1,2021-01-03,0,0.2323943661971831,0.0,4.106602459617603,0,0,Passive,0,0,0,1,0.0828,Low,xgboost
CUST-00286,SMB,Starter,Annual,Europe,18.7,50.13,7.1,3,4,1,5,4,4,2021-11-26,0,0.37967914438502676,0.053475935828877004,3.934371409091908,0,0,Detractor,1,0,0,1,0.0828,Low,xgboost
CUST-00245,SMB,Pro,Monthly,APAC,14.1,38.39,31.1,3,3,0,2,4,4,2021-12-08,0,2.2056737588652484,0.0,3.6735119769828146,0,0,Detractor,1,0,0,1,0.0828,Low,xgboost
CUST-01412,SMB,Starter,Monthly,Europe,7.7,106.87,6.0,14,7,1,7,4,4,2021-08-01,0,0.7792207792207793,0.12987012987012986,4.680926798387338,0,0,Passive,0,0,1,0,0.0826,Low,xgboost
CUST-00520,SMB,Starter,Monthly,North America,2.1,103.01,0.1,0,10,2,8,2,4,2021-01-19,0,0.047619047619047616,0.9523809523809523,4.644487048365042,0,0,Passive,0,1,0,0,0.0825,Low,xgboost
CUST-01986,SMB,Pro,Monthly,North America,11.7,56.47,9.5,31,10,2,10,4,2,2021-08-03,0,0.811965811965812,0.17094017094017094,4.05126307251965,1,0,Promoter,0,0,1,0,0.0824,Low,xgboost
CUST-01582,SMB,Starter,Monthly,North America,8.3,120.17,10.2,2,16,1,6,2,2,2021-11-17,0,1.2289156626506021,0.12048192771084336,4.7971945182434315,0,0,Detractor,1,0,1,0,0.0823,Low,xgboost
CUST-00934,SMB,Starter,Monthly,North America,0.7,114.35,5.5,7,3,1,8,5,2,2022-01-08,0,5.5,1.0,4.747970984619762,0,0,Passive,0,1,0,0,0.082,Low,xgboost
CUST-01546,SMB,Starter,Annual,Europe,22.5,73.74,0.2,15,1,2,7,3,5,2022-03-26,0,0.008888888888888889,0.08888888888888889,4.314015424057338,0,0,Passive,0,0,0,1,0.0819,Low,xgboost
CUST-01088,SMB,Starter,Annual,North America,5.3,73.96,17.5,54,6,3,8,4,2,2022-04-27,0,3.30188679245283,0.5660377358490566,4.316954637930166,1,0,Passive,0,0,1,0,0.0818,Low,xgboost
CUST-00905,SMB,Starter,Annual,Europe,20.6,72.13,7.2,0,11,0,7,3,5,2021-10-16,0,0.34951456310679613,0.0,4.2922386792828595,0,0,Passive,0,0,0,1,0.0817,Low,xgboost
