CustomerID,Segment,Plan,ContractType,Region,tenure_months,MRR,LoginsPerMonth,DaysSinceLastLogin,FeaturesUsed,SupportTickets,NPSScore,CSATScore,NumProducts,StartDate,Churn
CUST-00239,Mid-Market,Pro,Annual,Europe,10.8,529.11,1.8,9,1,1,3,5,2,2021-04-05,0
CUST-00240,SMB,Pro,Annual,North America,23.9,76.07,14.0,16,14,2,8,3,5,2021-09-01,0
CUST-00241,Enterprise,Enterprise,Multi-year,APAC,12.5,4145.95,7.8,10,9,2,9,3,5,2022-05-08,0
CUST-00242,Enterprise,Pro,Multi-year,APAC,16.7,1369.47,4.3,2,5,1,9,1,3,2021-10-06,0
CUST-00243,Enterprise,Enterprise,Annual,APAC,6.5,4068.04,7.6,11,4,2,8,4,4,2022-04-30,0
CUST-00244,SMB,Pro,Annual,North America,4.0,81.02,2.8,36,1,3,3,4,2,2021-01-13,1
CUST-00245,SMB,Pro,Monthly,APAC,14.1,38.39,31.1,3,3,0,2,4,4,2021-12-08,0
CUST-00246,Enterprise,Enterprise,Multi-year,North America,10.4,1861.66,0.7,18,11,3,0,4,4,2021-11-14,0
CUST-00247,SMB,Starter,Monthly,North America,8.9,117.43,24.1,14,16,0,2,4,5,2022-05-01,0
CUST-00248,Enterprise,Enterprise,Multi-year,APAC,20.1,1728.28,8.6,21,11,3,9,5,3,2021-10-26,0
CUST-00249,Enterprise,Enterprise,Multi-year,North America,21.1,1108.75,11.6,2,10,1,10,3,2,2021-01-25,0
CUST-00250,Enterprise,Pro,Multi-year,LATAM,0.8,1872.63,4.3,43,12,2,5,3,2,2022-01-20,0
CUST-00251,SMB,Starter,Annual,North America,7.4,56.78,40.8,15,5,0,9,5,2,2021-09-06,0
CUST-00252,SMB,Starter,Annual,APAC,9.6,97.39,4.0,28,10,1,4,5,4,2021-06-17,0
CUST-00253,Enterprise,Enterprise,Annual,Europe,1.8,2725.11,10.7,4,13,3,5,4,1,2021-05-31,0
CUST-00254,SMB,Starter,Monthly,APAC,4.8,52.43,60.0,20,19,2,4,5,3,2021-03-09,0
CUST-00255,SMB,Starter,Annual,APAC,1.0,60.32,25.6,23,7,3,1,2,1,2021-03-06,0
CUST-00256,Mid-Market,Pro,Monthly,LATAM,72.0,676.73,9.2,8,16,4,4,2,4,2021-09-10,0
CUST-00257,Enterprise,Enterprise,Annual,North America,24.0,1418.51,55.7,7,6,2,6,4,5,2021-10-28,0
CUST-00258,Mid-Market,Pro,Annual,LATAM,1.6,324.32,14.5,16,10,2,7,5,1,2021-10-19,0
CUST-00259,Mid-Market,Pro,Annual,North America,0.5,312.04,2.8,1,10,4,5,4,1,2021-11-15,0
CUST-00260,SMB,Starter,Annual,North America,22.9,92.1,6.2,20,11,0,7,4,3,2021-10-26,0
CUST-00261,Mid-Market,Starter,Annual,North America,10.4,565.82,4.9,1,10,0,6,1,4,2021-06-15,0
CUST-00262,Enterprise,Enterprise,Annual,APAC,27.8,1521.24,5.1,3,14,3,10,4,3,2021-10-09,0
CUST-00263,SMB,Starter,Annual,Europe,46.3,80.16,17.1,16,15,1,9,3,5,2021-01-11,0
CUST-00264,SMB,Pro,Monthly,APAC,16.5,147.36,10.5,2,7,3,10,4,2,2021-09-09,0
CUST-00265,Enterprise,Enterprise,Multi-year,Europe,3.7,1354.62,0.5,54,13,2,8,4,4,2022-02-13,0
CUST-00266,Mid-Market,Pro,Monthly,North America,27.4,229.04,25.2,30,11,1,8,5,5,2021-07-12,0
CUST-00267,Mid-Market,Pro,Annual,LATAM,56.1,599.83,4.2,15,7,1,3,4,5,2021-11-30,0
CUST-00268,Mid-Market,Starter,Annual,North America,15.6,478.4,60.0,26,11,1,9,4,1,2021-07-05,0
CUST-00269,SMB,Starter,Monthly,APAC,20.6,60.22,37.0,33,14,1,4,4,3,2022-05-06,0
CUST-00270,SMB,Starter,Monthly,North America,7.4,103.84,33.9,5,17,4,3,5,1,2021-06-23,0
CUST-00271,Mid-Market,Pro,Annual,Europe,8.6,699.45,20.0,28,16,1,0,5,1,2021-07-29,0
CUST-00272,Mid-Market,Enterprise,Annual,North America,23.9,206.71,3.0,3,1,7,7,5,2,2021-10-25,0
CUST-00273,Enterprise,Enterprise,Annual,North America,47.3,1540.5,9.1,8,9,4,5,4,3,2021-02-20,0
CUST-00274,Enterprise,Enterprise,Multi-year,North America,17.8,5053.87,3.0,12,9,0,10,4,2,2022-05-15,0
CUST-00275,SMB,Starter,Monthly,North America,28.1,101.03,3.6,19,10,1,5,4,5,2022-04-12,0
CUST-00276,SMB,Starter,Monthly,North America,3.4,104.84,11.3,0,19,1,10,5,2,2021-08-28,0
CUST-00277,Mid-Market,Pro,Annual,North America,4.3,799.32,0.5,5,15,1,6,3,5,2021-12-24,0
CUST-00278,Mid-Market,Pro,Annual,Europe,13.7,503.43,41.9,14,16,0,9,1,1,2021-02-18,0
CUST-00279,Mid-Market,Starter,Annual,APAC,3.5,687.65,30.1,7,11,2,8,5,2,2021-04-18,0
CUST-00280,Mid-Market,Pro,Annual,Europe,18.1,666.36,5.8,22,17,4,8,3,3,2021-01-25,0
CUST-00281,Enterprise,Pro,Annual,APAC,6.2,2481.25,8.7,16,19,1,7,5,2,2021-05-01,0
CUST-00282,SMB,Starter,Annual,Europe,28.2,70.33,7.5,4,13,1,8,5,5,2021-09-27,0
CUST-00283,SMB,Pro,Monthly,Europe,29.7,85.7,25.7,2,6,0,7,4,4,2021-02-03,0
CUST-00284,SMB,Pro,Monthly,Europe,11.2,63.22,14.0,15,15,2,8,4,3,2021-04-11,0
CUST-00285,Mid-Market,Pro,Monthly,North America,3.6,502.57,3.9,9,16,2,8,4,5,2022-01-15,0
CUST-00286,SMB,Starter,Annual,Europe,18.7,50.13,7.1,3,4,1,5,4,4,2021-11-26,0
CUST-00287,SMB,Pro,Annual,North America,72.0,58.31,6.7,6,8,0,6,4,3,2021-12-13,0
CUST-00288,SMB,Starter,Monthly,APAC,17.5,71.46,38.4,5,7,1,0,5,4,2021-10-17,0
CUST-00289,SMB,Pro,Monthly,APAC,0.7,54.85,2.3,2,17,0,10,3,1,2021-10-23,0
CUST-00290,Mid-Market,Enterprise,Monthly,North America,0.5,408.54,1.1,12,16,4,9,5,1,2021-02-15,0
CUST-00291,SMB,Starter,Monthly,APAC,7.0,74.92,25.5,22,2,1,4,5,2,2022-02-08,1
CUST-00292,SMB,Starter,Monthly,North America,3.9,93.97,27.2,13,17,2,6,5,2,2022-02-18,0
CUST-00293,Mid-Market,Pro,Monthly,North America,30.2,730.93,24.6,26,4,2,7,4,2,2022-03-21,0
CUST-00294,SMB,Starter,Monthly,North America,33.5,66.45,8.6,2,14,1,6,4,2,2021-05-15,0
CUST-00295,SMB,Pro,Monthly,APAC,5.4,136.47,12.9,9,8,1,9,5,4,2021-05-14,0
CUST-00296,SMB,Pro,Annual,APAC,7.1,116.45,9.9,14,5,1,9,5,3,2021-05-01,1
CUST-00297,Mid-Market,Starter,Annual,APAC,4.9,611.7,0.9,17,5,3,9,5,3,2021-06-16,0
CUST-00298,SMB,Starter,Monthly,North America,43.0,85.07,10.9,18,5,4,10,5,2,2021-04-14,0
CUST-00299,Mid-Market,Pro,Monthly,Europe,12.6,568.08,0.2,20,5,0,8,4,1,2021-12-10,0
CUST-00300,SMB,Starter,Monthly,Europe,19.2,128.62,4.7,16,3,0,8,1,5,2021-05-04,0
CUST-00301,SMB,Pro,Annual,North America,9.7,130.51,32.3,1,6,5,9,3,2,2022-02-09,0
CUST-00302,SMB,Starter,Monthly,Europe,17.9,136.46,4.3,18,1,0,8,4,2,2022-05-09,0
CUST-00303,SMB,Starter,Monthly,North America,8.8,81.33,33.7,19,8,4,10,4,1,2021-07-07,0
CUST-00304,Mid-Market,Pro,Annual,North America,7.5,624.28,3.5,75,13,0,9,4,5,2021-05-08,0
CUST-00305,Mid-Market,Enterprise,Monthly,Europe,18.1,855.79,4.5,18,6,3,3,4,4,2022-04-03,1
CUST-00306,Enterprise,Enterprise,Annual,Europe,16.1,1558.4,11.9,17,18,0,10,4,4,2021-06-27,0
CUST-00307,SMB,Starter,Monthly,North America,6.3,70.43,17.2,11,18,2,8,3,5,2022-02-13,0
CUST-00308,SMB,Starter,Annual,North America,2.9,80.51,8.4,30,16,4,3,5,5,2022-02-08,0
CUST-00309,Mid-Market,Enterprise,Annual,North America,8.3,716.55,25.7,86,8,1,9,5,4,2022-01-31,0
CUST-00310,SMB,Pro,Annual,North America,9.7,115.36,0.5,23,17,1,6,5,2,2021-05-08,0
CUST-00311,SMB,Starter,Monthly,North America,17.8,72.94,30.6,14,8,0,9,2,2,2021-08-07,0
CUST-00312,SMB,Starter,Annual,North America,44.3,43.75,2.6,1,15,2,10,4,1,2021-01-24,0
CUST-00313,SMB,Starter,Monthly,Europe,0.7,88.28,25.9,19,10,0,5,5,5,2021-11-11,0
CUST-00314,Enterprise,Enterprise,Multi-year,North America,5.0,1385.17,6.1,18,1,1,10,4,2,2021-06-04,0
CUST-00315,Mid-Market,Enterprise,Annual,APAC,3.9,275.51,21.5,22,9,2,9,4,2,2021-08-30,0
CUST-00316,Mid-Market,Starter,Annual,Europe,12.6,301.59,13.4,2,17,1,8,4,1,2021-04-24,0
CUST-00317,SMB,Pro,Monthly,North America,10.1,91.16,2.3,16,1,1,6,4,5,2021-03-15,0
CUST-00318,SMB,Starter,Monthly,North America,23.5,137.89,30.0,5,9,1,2,3,1,2022-01-16,0
CUST-00319,SMB,Starter,Monthly,APAC,5.0,81.25,3.4,21,14,3,7,3,1,2021-04-28,0
CUST-00320,SMB,Starter,Annual,North America,16.2,87.06,3.4,4,5,1,2,4,4,2022-01-28,0
CUST-00321,SMB,Starter,Monthly,North America,38.8,128.4,20.2,17,6,0,7,4,1,2021-09-08,0
CUST-00322,Mid-Market,Enterprise,Monthly,North America,43.5,269.57,1.3,5,5,1,9,5,5,2022-04-30,0
CUST-00323,Mid-Market,Pro,Annual,Europe,57.4,615.65,3.0,0,4,1,10,4,2,2021-08-06,0
CUST-00324,SMB,Starter,Monthly,Europe,26.7,79.63,8.4,15,16,0,4,4,2,2022-02-17,0
CUST-00325,Enterprise,Enterprise,Annual,LATAM,42.6,2508.21,21.3,2,16,0,4,5,4,2022-02-26,0
CUST-00326,Mid-Market,Enterprise,Monthly,APAC,4.8,412.08,1.9,16,10,2,9,5,5,2021-05-20,0
CUST-00327,Mid-Market,Starter,Annual,North America,4.0,360.48,9.5,39,14,1,7,4,2,2022-04-18,0
CUST-00328,Mid-Market,Enterprise,Monthly,North America,0.5,528.91,14.9,52,13,1,10,4,1,2022-04-28,0
CUST-00329,SMB,Starter,Annual,North America,22.1,154.73,23.6,4,4,2,9,4,3,2021-03-26,0
CUST-00330,SMB,Starter,Monthly,North America,49.9,112.89,32.9,25,14,3,9,5,3,2021-07-07,0
CUST-00331,SMB,Starter,Monthly,North America,3.7,65.3,18.4,7,9,1,2,5,3,2021-01-04,1
CUST-00332,Mid-Market,Starter,Annual,North America,18.2,292.43,12.7,35,3,2,0,4,3,2022-01-12,0
CUST-00333,SMB,Starter,Annual,North America,24.7,40.82,6.8,23,10,0,6,5,1,2021-10-02,0
CUST-00334,SMB,Starter,Annual,North America,47.3,135.43,1.4,1,15,0,4,4,2,2021-06-15,0
CUST-00335,SMB,Starter,Monthly,North America,18.7,54.6,14.8,8,19,2,9,1,4,2021-04-04,0
CUST-00336,SMB,Pro,Monthly,LATAM,63.3,70.23,59.1,6,2,0,7,5,1,2021-11-12,0
CUST-00337,Enterprise,Enterprise,Multi-year,Europe,7.6,3392.72,16.0,23,2,1,8,4,2,2022-01-06,0
CUST-00338,Mid-Market,Enterprise,Annual,LATAM,7.8,262.18,0.2,8,9,2,9,3,5,2021-06-24,0
CUST-00339,SMB,Starter,Annual,North America,14.1,145.32,8.2,17,4,0,7,5,2,2021-03-02,1
CUST-00340,SMB,Starter,Monthly,Europe,8.7,72.28,11.4,14,5,2,8,4,2,2021-02-20,1
CUST-00341,SMB,Starter,Annual,North America,0.5,50.53,14.0,56,2,1,9,3,2,2021-05-05,0
CUST-00342,SMB,Starter,Monthly,North America,23.7,72.46,15.3,42,7,2,7,4,1,2021-06-28,0
CUST-00343,SMB,Starter,Monthly,North America,25.1,59.92,9.8,8,19,1,2,4,2,2021-12-22,0
CUST-00344,SMB,Pro,Annual,LATAM,24.7,95.43,3.0,19,6,0,8,2,2,2021-05-25,0
CUST-00345,SMB,Starter,Monthly,LATAM,7.6,61.73,34.2,27,16,2,8,4,5,2021-09-18,0
CUST-00346,Mid-Market,Pro,Annual,North America,13.3,232.75,14.3,34,14,1,7,5,5,2022-03-15,1
CUST-00347,Mid-Market,Pro,Annual,North America,8.0,457.78,3.2,1,12,1,5,5,3,2021-01-05,0
CUST-00348,SMB,Pro,Annual,North America,0.5,46.5,4.7,5,6,1,4,4,1,2021-12-31,1
CUST-00349,SMB,Starter,Monthly,North America,14.9,86.81,30.6,6,13,1,6,4,2,2021-04-03,0
CUST-00350,Mid-Market,Pro,Annual,North America,2.4,310.99,26.2,9,15,2,3,4,3,2022-01-18,0
CUST-00351,SMB,Starter,Annual,North America,1.5,65.81,6.2,3,14,1,8,2,3,2022-01-28,0
CUST-00352,Enterprise,Enterprise,Annual,Europe,25.4,2151.54,0.5,10,8,2,8,4,1,2021-11-09,0
CUST-00353,Mid-Market,Pro,Monthly,North America,0.5,459.26,0.6,16,11,0,8,5,3,2021-11-09,0
CUST-00354,SMB,Starter,Monthly,North America,57.5,88.43,4.0,10,9,5,4,5,3,2021-12-23,0
CUST-00355,SMB,Pro,Monthly,North America,13.0,105.02,11.9,16,12,0,5,4,1,2021-10-06,0
CUST-00356,Mid-Market,Pro,Monthly,North America,72.0,314.64,10.5,1,6,3,9,1,4,2021-09-13,0
CUST-00357,SMB,Starter,Annual,LATAM,1.1,77.97,12.1,31,19,3,8,1,3,2022-03-27,1
CUST-00358,Mid-Market,Pro,Annual,North America,15.8,132.0,15.2,42,3,2,10,4,5,2022-03-21,0
CUST-00359,Enterprise,Enterprise,Annual,APAC,7.7,2207.99,0.2,14,1,4,7,4,3,2021-08-02,0
CUST-00360,Mid-Market,Starter,Annual,APAC,33.4,443.32,1.3,32,15,4,8,4,1,2021-06-30,0
CUST-00361,SMB,Starter,Annual,LATAM,8.1,53.98,5.3,2,15,2,9,5,1,2021-12-03,0
CUST-00362,Mid-Market,Pro,Annual,APAC,5.4,567.3,2.0,24,5,1,10,5,4,2021-08-13,0
CUST-00363,SMB,Starter,Monthly,Europe,35.1,127.88,0.9,2,11,4,10,5,4,2021-08-29,0
CUST-00364,SMB,Starter,Monthly,APAC,8.5,66.13,12.3,8,1,0,10,5,5,2021-07-07,0
CUST-00365,Enterprise,Enterprise,Multi-year,North America,0.5,1370.56,20.3,6,10,2,10,4,5,2021-10-03,0
CUST-00366,SMB,Starter,Monthly,Europe,8.9,85.46,16.8,13,11,1,8,3,3,2022-03-19,0
CUST-00367,Enterprise,Pro,Annual,LATAM,19.1,1172.23,20.4,5,7,1,0,4,4,2021-08-22,0
CUST-00368,Enterprise,Enterprise,Multi-year,APAC,5.3,1535.71,13.2,15,17,0,8,4,5,2022-04-24,0
CUST-00369,SMB,Starter,Monthly,LATAM,10.2,130.45,16.0,7,12,1,4,5,3,2021-01-20,0
CUST-00370,SMB,Pro,Annual,APAC,1.1,82.01,3.8,30,4,1,1,2,2,2022-02-20,0
CUST-00371,SMB,Starter,Monthly,APAC,16.0,37.72,59.6,15,12,0,8,5,3,2021-04-06,0
CUST-00372,SMB,Starter,Monthly,Europe,25.4,38.99,2.4,4,3,5,9,5,5,2021-06-18,0
CUST-00373,SMB,Pro,Monthly,APAC,9.6,85.36,2.9,6,18,2,8,5,3,2021-05-14,0
CUST-00374,Mid-Market,Pro,Annual,Europe,9.8,705.96,4.1,28,12,3,6,5,2,2021-12-10,0
CUST-00375,SMB,Starter,Annual,LATAM,1.7,41.89,44.4,7,19,4,7,3,5,2022-04-04,0
CUST-00376,SMB,Starter,Annual,APAC,4.1,95.77,53.4,12,13,0,10,1,3,2022-01-05,0
CUST-00377,Mid-Market,Pro,Monthly,APAC,3.0,851.28,19.0,16,16,0,9,3,5,2021-11-07,0
CUST-00378,SMB,Pro,Annual,Europe,11.8,170.23,11.9,6,8,1,7,5,3,2021-01-09,0
CUST-00379,Mid-Market,Starter,Annual,North America,13.6,570.83,8.8,5,6,0,8,2,1,2021-04-09,0
CUST-00380,SMB,Pro,Annual,North America,53.5,97.98,42.3,10,10,0,10,4,5,2021-08-23,0
CUST-00381,SMB,Starter,Monthly,LATAM,1.4,34.08,14.3,4,10,1,6,4,5,2021-12-06,0
CUST-00382,Mid-Market,Starter,Annual,Europe,16.5,1158.07,34.7,5,6,0,2,4,5,2021-03-10,0
CUST-00383,Mid-Market,Pro,Monthly,North America,13.5,397.19,4.6,1,8,1,6,4,5,2021-01-06,0
CUST-00384,Enterprise,Enterprise,Multi-year,North America,13.1,1376.8,4.9,5,18,2,7,5,3,2021-07-04,0
CUST-00385,Mid-Market,Enterprise,Annual,APAC,37.2,451.48,23.1,6,17,1,5,1,4,2021-12-05,0
CUST-00386,Mid-Market,Pro,Monthly,APAC,4.1,915.32,1.9,49,10,3,8,4,3,2021-11-09,0
CUST-00387,SMB,Starter,Annual,APAC,0.7,193.49,35.0,13,2,0,5,4,2,2021-04-25,0
CUST-00388,SMB,Pro,Monthly,Europe,20.1,84.12,8.5,23,12,2,2,4,1,2021-11-28,1
CUST-00389,Mid-Market,Starter,Annual,North America,7.6,745.34,31.3,1,10,2,4,4,3,2021-12-23,0
CUST-00390,Mid-Market,Starter,Annual,North America,0.5,508.72,4.9,2,9,2,10,5,3,2021-07-22,0
CUST-00391,Enterprise,Enterprise,Multi-year,North America,5.2,1320.52,15.1,25,16,0,8,5,5,2022-05-05,0
CUST-00392,SMB,Starter,Annual,APAC,6.7,144.42,7.9,15,7,1,6,2,2,2021-04-04,0
CUST-00393,SMB,Pro,Annual,North America,17.3,62.38,11.8,3,9,1,6,5,5,2022-04-18,1
CUST-00394,Mid-Market,Starter,Annual,Europe,3.4,924.1,8.4,8,6,4,7,5,5,2022-03-03,0
CUST-00395,SMB,Pro,Annual,Europe,9.6,134.48,41.0,12,10,1,8,2,4,2021-06-11,0
CUST-00396,Enterprise,Enterprise,Multi-year,Europe,11.9,2556.81,14.1,28,7,1,8,4,1,2022-03-03,0
CUST-00397,Enterprise,Pro,Multi-year,LATAM,11.1,4156.76,3.5,1,18,4,10,4,4,2021-02-08,0
CUST-00398,SMB,Starter,Monthly,North America,65.7,195.38,28.9,14,11,1,8,3,5,2021-10-26,0
CUST-00399,Mid-Market,Starter,Annual,APAC,0.8,466.15,4.2,19,1,3,10,4,1,2021-03-05,0
CUST-00400,Mid-Market,Starter,Annual,North America,54.3,361.8,5.6,57,19,1,0,3,3,2022-04-29,0
CUST-00401,SMB,Starter,Annual,North America,15.7,37.95,1.3,25,5,1,10,5,2,2021-07-18,0
CUST-00402,Enterprise,Pro,Multi-year,North America,28.6,4908.75,27.6,5,6,3,9,4,4,2021-07-15,0
CUST-00403,SMB,Starter,Monthly,North America,10.1,67.1,4.0,19,7,1,3,5,2,2022-02-23,1
CUST-00404,Mid-Market,Pro,Monthly,APAC,10.9,787.31,3.6,22,4,1,5,1,5,2021-09-04,0
CUST-00405,SMB,Starter,Annual,Europe,38.1,59.47,30.3,20,16,2,8,2,1,2021-05-18,0
CUST-00406,Enterprise,Enterprise,Annual,North America,40.7,3700.45,19.6,26,10,3,3,4,3,2021-01-30,0
CUST-00407,SMB,Starter,Monthly,North America,4.9,60.46,1.8,35,15,3,9,5,1,2022-02-26,1
CUST-00408,SMB,Starter,Monthly,Europe,4.0,49.67,17.6,2,13,0,9,4,2,2022-04-22,0
CUST-00409,Enterprise,Enterprise,Multi-year,APAC,12.3,1839.96,29.3,2,8,2,5,5,2,2022-01-04,0
CUST-00410,SMB,Pro,Annual,North America,41.5,64.67,1.0,24,13,2,1,4,3,2021-03-29,1
CUST-00411,SMB,Starter,Annual,Europe,7.0,101.55,20.9,4,7,6,10,1,3,2021-12-01,0
CUST-00412,Enterprise,Pro,Multi-year,APAC,19.0,1959.3,9.5,1,17,0,5,4,1,2021-01-11,0
CUST-00413,Enterprise,Enterprise,Annual,Europe,22.2,2570.83,13.3,8,4,1,1,4,4,2021-08-03,0
CUST-00414,Mid-Market,Pro,Monthly,North America,27.1,445.06,8.1,26,7,0,6,2,1,2021-10-22,0
CUST-00415,Mid-Market,Pro,Annual,Europe,14.9,383.2,14.4,2,16,4,10,3,2,2022-02-19,0
CUST-00416,SMB,Starter,Monthly,Europe,9.3,63.35,0.4,17,2,0,9,4,1,2021-02-07,0
CUST-00417,SMB,Starter,Monthly,Europe,61.4,181.27,17.3,0,14,1,7,4,5,2021-11-27,0
CUST-00418,SMB,Pro,Monthly,Europe,17.0,87.54,0.4,2,14,1,5,5,1,2021-04-28,0
CUST-00419,Mid-Market,Pro,Annual,LATAM,23.5,226.13,7.3,6,8,1,7,4,1,2021-12-22,0
CUST-00420,Mid-Market,Starter,Annual,North America,7.6,406.07,2.0,1,6,3,0,5,5,2021-01-02,1
CUST-00421,Mid-Market,Starter,Monthly,LATAM,20.0,519.75,20.8,28,7,4,9,5,2,2022-02-05,0
CUST-00422,Mid-Market,Enterprise,Annual,Europe,5.4,1046.04,4.5,30,7,1,2,4,3,2022-01-26,0
CUST-00423,SMB,Starter,Monthly,Europe,5.1,120.72,7.3,21,2,0,7,4,1,2021-11-25,0
CUST-00424,SMB,Starter,Monthly,North America,22.6,55.33,6.7,4,4,1,8,5,4,2022-02-03,0
CUST-00425,SMB,Starter,Annual,North America,13.3,210.48,17.8,11,13,5,0,5,3,2021-04-30,0
CUST-00426,SMB,Starter,Annual,APAC,20.7,79.01,7.9,3,10,3,10,5,4,2022-01-15,0
CUST-00427,SMB,Pro,Monthly,Europe,5.7,131.7,18.7,5,9,1,5,4,1,2022-01-19,0
CUST-00428,Enterprise,Enterprise,Multi-year,North America,16.4,1260.04,0.9,11,15,3,1,3,4,2022-04-12,0
CUST-00429,SMB,Starter,Monthly,Europe,10.6,30.65,2.6,20,12,1,10,4,3,2022-04-29,0
CUST-00430,SMB,Starter,Monthly,North America,16.4,45.54,9.6,1,10,1,3,4,4,2021-07-02,0
CUST-00431,SMB,Pro,Annual,LATAM,6.2,21.8,35.3,5,19,2,0,2,4,2022-03-22,0
CUST-00432,Mid-Market,Pro,Monthly,APAC,22.6,1163.8,0.9,39,5,3,7,5,3,2021-07-14,1
CUST-00433,Mid-Market,Pro,Annual,North America,29.5,544.8,0.5,8,7,0,3,4,3,2021-09-18,0
CUST-00434,SMB,Starter,Monthly,APAC,5.4,55.27,2.0,42,11,0,10,4,3,2022-01-23,0
CUST-00435,SMB,Pro,Monthly,LATAM,6.4,95.88,12.3,71,16,0,0,4,3,2022-04-11,1
CUST-00436,Mid-Market,Pro,Annual,North America,19.5,539.34,6.1,11,13,3,1,4,5,2021-02-08,0
CUST-00437,SMB,Starter,Monthly,Europe,21.4,102.56,21.0,5,4,2,9,1,1,2021-09-08,0
CUST-00438,Mid-Market,Pro,Annual,North America,21.9,811.12,0.9,23,16,0,4,2,3,2021-06-07,1
CUST-00439,Mid-Market,Enterprise,Annual,Europe,20.7,445.25,2.6,3,13,1,10,5,2,2021-12-27,0
CUST-00440,SMB,Starter,Monthly,North America,9.0,56.27,4.3,4,1,6,6,3,4,2021-07-27,0
CUST-00441,SMB,Starter,Annual,North America,9.0,111.4,11.8,23,4,1,1,2,3,2021-10-19,0
CUST-00442,Enterprise,Enterprise,Annual,North America,5.3,2756.83,13.9,9,15,2,0,4,3,2022-02-24,0
CUST-00443,SMB,Pro,Annual,North America,3.1,83.29,1.6,3,16,0,5,3,1,2021-10-25,0
CUST-00444,SMB,Starter,Monthly,APAC,21.2,191.15,34.5,16,4,3,7,1,3,2021-07-17,0
CUST-00445,Mid-Market,Pro,Monthly,North America,1.8,419.67,5.0,20,17,1,0,4,5,2021-02-12,1
CUST-00446,Enterprise,Enterprise,Multi-year,North America,50.0,1395.43,15.0,2,11,2,8,1,2,2022-01-06,0
CUST-00447,Enterprise,Pro,Multi-year,APAC,31.5,2364.07,8.9,5,5,4,6,1,2,2021-06-06,0
CUST-00448,Mid-Market,Pro,Annual,Europe,35.1,381.7,3.0,4,13,0,6,5,3,2021-01-21,0
CUST-00449,SMB,Starter,Annual,Europe,42.7,97.54,22.5,7,12,1,5,4,1,2021-09-13,0
CUST-00450,SMB,Starter,Monthly,LATAM,9.5,57.33,20.5,22,3,1,8,4,3,2021-12-02,1
CUST-00451,Mid-Market,Pro,Annual,APAC,33.8,426.03,6.1,19,4,1,4,4,4,2021-08-10,0
CUST-00452,Mid-Market,Pro,Annual,North America,3.1,1065.23,10.7,16,10,0,3,5,2,2021-08-14,0
CUST-00453,SMB,Starter,Monthly,Europe,0.5,68.02,3.6,0,9,1,10,5,4,2022-01-02,0
CUST-00454,Enterprise,Enterprise,Annual,LATAM,27.7,1452.97,14.0,2,10,1,6,4,5,2021-05-02,0
CUST-00455,SMB,Pro,Monthly,North America,1.4,127.78,4.4,4,13,1,1,3,2,2021-03-07,0
CUST-00456,SMB,Starter,Monthly,North America,72.0,52.54,22.3,5,1,0,4,3,2,2021-01-01,0
CUST-00457,SMB,Starter,Monthly,North America,20.2,60.63,2.9,2,12,0,5,5,5,2021-11-13,0
CUST-00458,SMB,Starter,Monthly,North America,25.2,100.75,0.2,8,11,2,9,4,4,2022-02-20,0
CUST-00459,SMB,Starter,Monthly,Europe,5.1,116.44,3.8,1,8,0,0,3,3,2021-11-22,0
CUST-00460,SMB,Starter,Monthly,APAC,20.2,130.35,2.5,21,14,2,7,5,1,2021-02-23,0
CUST-00461,SMB,Starter,Monthly,LATAM,0.8,59.33,8.5,23,14,1,7,4,4,2021-11-21,0
CUST-00462,Mid-Market,Pro,Annual,APAC,32.7,634.61,2.7,13,17,0,10,4,5,2021-09-05,0
CUST-00463,Mid-Market,Enterprise,Annual,North America,3.3,414.95,17.3,1,19,1,4,5,5,2021-11-20,0
CUST-00464,Mid-Market,Starter,Annual,North America,21.5,392.43,3.3,33,17,3,8,5,5,2021-08-29,0
CUST-00465,Enterprise,Enterprise,Multi-year,LATAM,4.6,3236.31,14.7,51,6,2,4,4,2,2021-01-28,0
CUST-00466,SMB,Starter,Monthly,North America,1.3,64.21,10.4,3,14,2,8,5,3,2022-01-17,0
CUST-00467,SMB,Starter,Monthly,North America,11.8,89.42,51.4,18,18,1,8,5,2,2021-05-12,0
CUST-00468,Enterprise,Pro,Multi-year,LATAM,3.3,2128.42,60.0,28,17,1,1,5,2,2021-07-18,0
CUST-00469,SMB,Pro,Monthly,Europe,23.5,52.13,24.4,12,6,1,7,4,2,2021-11-24,0
CUST-00470,Enterprise,Enterprise,Annual,North America,4.9,2943.46,17.1,6,5,1,7,4,5,2021-05-20,0
CUST-00471,SMB,Starter,Annual,APAC,7.5,100.1,5.9,10,13,1,6,3,4,2022-03-20,0
CUST-00472,Enterprise,Enterprise,Annual,LATAM,15.1,903.6,16.8,11,16,4,5,5,1,2022-03-31,0
CUST-00473,SMB,Starter,Monthly,North America,6.0,89.39,37.7,8,9,1,4,2,1,2021-10-05,0
CUST-00474,Enterprise,Enterprise,Annual,APAC,8.5,1468.08,0.3,40,12,0,0,4,3,2022-05-02,0
CUST-00475,SMB,Pro,Annual,North America,30.4,124.07,9.3,20,10,0,0,1,3,2021-03-08,0
CUST-00476,Enterprise,Enterprise,Multi-year,Europe,3.6,1121.86,3.0,4,13,0,8,4,5,2022-01-13,0
CUST-00477,SMB,Starter,Monthly,LATAM,1.5,69.37,9.8,13,19,2,5,5,1,2021-01-06,0
